unq:name@System.system_id,unq:name,ls_from_star,blackmarket,max_pad_size,market,shipyard,outfitting,rearm,refuel,repair,planetary,modified
'LAWD 52','Leichhardt Enterprise',1785,'Y','L','Y','Y','Y','Y','Y','Y','N','2015-05-10 22:51:58'
'LAWD 52','Tem Terminal',672,'N','M','Y','N','Y','Y','Y','Y','N','2015-05-10 22:29:16'
'LEESTI','George Lucas',257,'Y','L','Y','Y','Y','Y','Y','Y','N','2015-04-26 10:43:25'
'LEESTI','Kolmogorov Hub',2958,'N','M','Y','N','N','N','N','Y','N','2015-04-26 10:10:44'
'LENORE','Gamow Hub',2339,'Y','L','Y','Y','Y','Y','Y','Y','N','2015-04-11 18:08:37'
'LENORE','Garriott Station',96540,'N','M','Y','N','Y','N','Y','Y','N','2015-04-11 18:57:39'
'LENORE','Kregel Station',95528,'N','M','Y','N','N','N','Y','Y','N','2015-04-11 18:46:10'
'LEUCING','Grassmann Orbital',207,'Y','L','Y','Y','Y','Y','Y','Y','N','2015-03-28 20:18:55'
'LEUCING','Grimwood Ring',288,'Y','M','Y','N','Y','Y','Y','Y','N','2015-03-28 20:35:19'
'LEUCING','Maury Station',377,'N','M','N','N','N','N','Y','Y','N','2015-03-28 20:42:23'
'LHS 1379','Grabe Plant',480,'N','M','Y','N','Y','Y','Y','Y','N','2015-11-22 13:33:37'
'LHS 1379','Prunariu Landing',471,'N','M','Y','N','N','N','Y','Y','N','2015-11-22 13:39:22'
'LHS 2310','Macleod Station',0,'?','?','Y','?','?','?','?','?','N','2015-11-06 09:54:33'
'LHS 2477','Mach Vision',155,'N','M','Y','N','Y','N','Y','Y','N','2015-05-03 18:46:56'
'LHS 2477','Phillips Mines',164,'N','M','N','N','Y','Y','Y','Y','N','2015-05-03 19:11:26'
'LHS 2651','Bergerac Ring',1984,'Y','M','N','N','N','Y','Y','N','N','2015-05-08 18:17:00'
'LHS 2651','Kennan Dock',1431,'N','L','Y','Y','Y','Y','Y','Y','N','2015-05-08 18:42:17'
'LHS 2651','Shipton Orbital',3555,'Y','M','N','N','N','N','Y','N','N','2015-05-08 18:07:02'
'LHS 2931','Lee Station',344,'N','L','Y','Y','Y','Y','Y','Y','N','2015-03-28 17:07:02'
'LHS 2983','Niven Landing',1396,'N','M','Y','N','Y','Y','Y','Y','N','2015-04-03 15:09:38'
'LHS 2983','Schade Holdings',559,'N','M','Y','N','N','N','Y','Y','N','2015-04-03 14:39:30'
'LHS 3006','Frimout Legacy',452,'N','M','N','N','Y','Y','Y','Y','N','2015-05-06 19:27:34'
'LHS 3006','Leonard Nimoy Station',59,'Y','L','Y','Y','Y','Y','Y','Y','N','2015-03-15 13:37:16'
'LIU HEF','Davis Horizons',103053,'N','M','Y','N','N','N','Y','Y','N','2015-05-12 08:50:19'
'LOSNA','Scortia Landing',3538,'N','M','Y','N','N','Y','Y','Y','N','2015-04-03 17:37:21'
'LOSNA','Wagner Platform',2553,'N','M','Y','N','N','N','Y','Y','N','2015-04-03 17:04:12'
'LP 131-55','Abernathy Landing',11,'N','M','Y','N','N','Y','Y','Y','N','2015-05-08 19:24:12'
'LP 131-55','Bounds Vision',1019,'N','M','Y','N','N','Y','Y','Y','N','2015-05-08 20:49:58'
'LP 131-66','Vasilyev Vision',206,'N','L','Y','Y','Y','Y','Y','Y','N','2015-05-09 09:30:52'
'LP 375-23','Horowitz Terminal',368887,'Y','M','Y','N','Y','Y','Y','N','N','2015-04-12 10:42:36'
'LP 375-23','Vinci Terminal',368847,'N','M','Y','N','N','Y','Y','Y','N','2015-04-12 10:52:50'
'LP 376-62','Reed Terminal',547,'N','M','Y','N','Y','N','Y','Y','N','2015-04-11 16:15:35'
'LP 377-78','Beltrami City',57475,'N','M','Y','N','N','N','Y','Y','N','2015-04-11 15:03:47'
'LP 377-78','Cochrane City',57895,'N','M','Y','N','N','N','Y','Y','N','2015-04-11 15:29:35'
'LP 377-78','Gaspar de Lemos Port',121,'N','L','Y','Y','Y','Y','Y','Y','N','2015-04-11 12:54:36'
'LP 377-78','Janifer Port',493,'N','L','Y','Y','Y','Y','Y','Y','N','2015-04-11 13:41:56'
'LP 377-78','Jones Hub',59943,'N','M','Y','N','N','N','Y','N','N','2015-04-11 15:50:43'
'LP 377-78','Key Dock',165,'N','L','Y','Y','Y','Y','Y','Y','N','2015-04-11 13:11:10'
'LP 377-78','Napier Port',59898,'N','M','Y','N','Y','Y','Y','Y','N','2015-04-11 15:41:42'
'LP 377-78','Reynolds Orbital',1631,'N','L','Y','Y','Y','Y','Y','Y','N','2015-04-11 14:20:00'
'LP 377-78','Semeonis Terminal',57902,'Y','M','Y','N','Y','Y','Y','N','N','2015-04-11 15:18:51'
'LP 470-65','Hawley Ring',1841,'N','M','Y','N','Y','Y','Y','Y','N','2015-04-25 14:18:27'
'LP 470-65','Schrodinger City',1322,'N','L','Y','Y','Y','Y','Y','Y','N','2015-04-25 14:06:09'
'LP 560-66','Berners-Lee Survey',1705,'N','M','Y','N','Y','N','Y','Y','N','2015-04-03 15:38:50'
'LP 560-66','Lazarev Outpost',2471,'Y','M','N','N','Y','Y','Y','Y','N','2015-04-03 16:08:17'
'LP 58-247','Brand Colony',0,'?','?','Y','?','?','?','?','?','N','2015-11-06 09:54:33'
'LP 734-11','Napier Freeport',1368,'N','M','Y','N','N','N','N','Y','N','2015-05-05 10:04:15'
'LP 734-11','Rosenberg Dock',12509,'Y','L','Y','Y','Y','Y','Y','Y','N','2015-05-05 10:28:56'
'LP 734-11','Rothman Freeport',902,'N','M','Y','N','N','N','Y','Y','N','2015-05-05 09:32:59'
'LP 887-68','Harvey Outpost',1047,'Y','M','Y','N','Y','Y','Y','N','N','2015-11-27 10:07:14'
'LP 887-68','Hope Platform',780,'N','M','Y','N','N','N','Y','Y','N','2015-11-27 10:00:37'
'LTT 12874','Battuta Colony',1875,'N','M','Y','N','Y','N','Y','Y','N','2015-04-18 17:16:26'
'LTT 14437','Bridger Base',581,'N','M','Y','N','N','N','Y','Y','N','2015-03-28 15:08:29'
'LTT 1739','Diophantus Dock',2763,'Y','M','Y','N','Y','N','Y','Y','N','2016-06-26 12:34:39'
'LTT 4312','Midgeley Gateway',151,'N','L','Y','Y','Y','Y','Y','Y','N','2015-04-24 16:49:05'
'LTT 4730','Clifford Dock',12864,'N','M','Y','N','N','N','Y','Y','N','2015-05-05 16:03:08'
'LTT 4730','Gauss Landing',13064,'N','M','Y','N','N','N','Y','Y','N','2015-05-05 16:18:01'
'LTT 5873','Eisele Camp',1914,'N','M','Y','N','N','N','Y','Y','N','2015-04-03 10:26:14'
'LTT 5873','Morgan Beacon',1571,'N','M','Y','N','Y','Y','Y','Y','N','2015-04-03 10:09:16'
'LUGUL','Gregory Vision',464,'N','M','Y','N','N','N','Y','N','N','2015-05-11 13:40:23'
'LUGUL','Yamazaki Enterprise',305,'N','L','Y','Y','Y','Y','Y','Y','N','2015-05-11 13:20:20'
'MAFDETELA','Vinge Beacon',13859,'Y','M','Y','N','Y','Y','Y','N','N','2015-03-29 14:22:06'
'MAFDETELA','Wallin Settlement',343,'Y','M','Y','N','Y','Y','Y','N','N','2015-03-29 14:07:22'
'MALJENNI','Bowersox Enterprise',17,'N','L','Y','Y','Y','Y','Y','Y','N','2015-05-03 19:38:11'
'MALJENNI','Drew Vision',22,'N','M','Y','N','Y','N','N','Y','N','2015-05-03 20:01:31'
'MALJENNI','Strekalov Enterprise',1285,'Y','M','N','N','N','N','Y','N','N','2015-05-03 20:12:08'
'MATA ATHI','Duffy Horizons',2342,'N','M','Y','N','Y','N','Y','Y','N','2015-04-17 08:01:56'
'MATA ATHI','Zamka Base',2390,'Y','M','Y','N','Y','Y','Y','N','N','2015-04-17 07:28:25'
'MEENATES','Burbank Station',42,'Y','L','Y','Y','Y','Y','Y','Y','N','2015-03-20 19:54:48'
'MEENATES','Comino Station',29,'Y','L','Y','Y','Y','Y','Y','Y','N','2015-03-20 19:34:42'
'MEENATES','Glazkov Station',60,'N','L','Y','Y','Y','Y','Y','Y','N','2015-03-20 20:05:47'
'MELIAE','Hadfield Hub',2159,'N','M','Y','N','N','N','Y','N','N','2015-05-08 15:20:01'
'MELIAE','Whitson Hub',1171,'Y','L','Y','Y','Y','Y','Y','Y','N','2015-05-08 14:42:15'
'MINANES','Mattei Port',0,'?','?','Y','?','?','?','?','?','N','2015-11-06 09:54:33'
'MINANES','Rutan Terminal',0,'?','?','Y','?','?','?','?','?','N','2015-11-06 09:54:33'
'MINARII','Ferguson Horizons',206,'Y','L','Y','Y','Y','Y','Y','Y','N','2015-04-25 13:34:45'
'MIZAR','Judson Station',157458,'Y','L','Y','Y','Y','Y','Y','Y','N','2015-05-09 14:41:11'
'MONG KUNG','Magnus Landing',1805,'N','M','Y','N','Y','Y','Y','Y','N','2015-04-10 18:29:20'
'MONG KUNG','Reightler Hangar',43,'N','M','Y','N','N','N','Y','Y','N','2015-04-10 17:55:25'
'MORTEN-MARTE','James Sneddon',824,'N','L','Y','Y','Y','Y','Y','Y','N','2015-04-25 18:51:26'
'MUNSHIN','Ocrinox''s Orbiter',0,'?','?','Y','?','?','?','?','?','N','2015-11-06 09:54:33'
'NAHUATL','Rigaux Vision',95,'N','L','Y','Y','Y','Y','Y','Y','N','2015-11-27 09:42:21'
'NEVERMORE','Borel Enterprise',5361,'N','L','Y','Y','Y','Y','Y','Y','N','2015-04-11 20:53:18'
'NEVERMORE','Pinto Ring',380,'Y','L','Y','Y','Y','Y','Y','Y','N','2015-04-11 20:27:41'
'NJIRI','Korolyov Vision',278,'N','M','Y','N','Y','N','Y','Y','N','2016-06-27 19:42:49'
'NU','Marius Orbital',2003,'N','M','Y','N','N','N','Y','N','N','2016-06-26 15:09:13'
'ORERVE','Watson Station',289,'N','L','Y','N','N','Y','Y','Y','N','2015-04-26 09:47:56'
'PHRA LAK','Janszoon Dock',705,'N','M','Y','N','N','N','Y','N','N','2015-05-05 15:22:47'
'PHRA LAK','Schiltberger Station',395,'Y','L','Y','Y','Y','Y','Y','Y','N','2015-05-05 15:12:39'
'PIPEDU','Bao Outpost',6766,'N','M','Y','N','N','N','Y','N','N','2015-05-12 15:54:52'
'PIRITI','Fadlan Enterprise',0,'?','?','Y','?','?','?','?','?','N','2015-11-06 09:54:33'
'PROCYON','Pontes Gateway',0,'?','?','Y','?','?','?','?','?','N','2015-11-06 09:54:33'
'QUATOR','Quator Station',141,'Y','L','Y','Y','Y','Y','Y','Y','N','2015-04-26 14:16:54'
'QUECHE','Blaschke Refinery',1914,'N','M','Y','N','Y','Y','Y','Y','N','2015-03-22 14:34:44'
'QUECHE','Darboux''s Inheritance',1032,'N','M','Y','N','N','Y','Y','Y','N','2015-03-22 14:21:52'
'RAHU','Acharya Station',2773,'Y','L','Y','Y','Y','Y','Y','Y','N','2015-03-28 13:58:56'
'REORTE','Almagro Port',32,'N','M','Y','N','Y','N','Y','Y','N','2015-05-01 12:42:47'
'REORTE','Davies High',374,'N','L','Y','Y','Y','Y','Y','Y','N','2015-05-01 13:07:22'
'RIEDQUAT','La Soeur du Dan Ham',144,'Y','L','Y','Y','Y','Y','Y','Y','N','2015-04-26 15:37:11'
'RIEDQUAT','Lavoisier Dock',281,'Y','L','Y','Y','Y','Y','Y','Y','N','2015-04-26 17:35:37'
'RIEDQUAT','Marshall Dock',369,'N','L','Y','Y','Y','Y','Y','Y','N','2015-04-26 15:49:29'
'ROBIGO','Robigo Mines',0,'?','?','Y','?','?','?','?','?','N','2015-11-06 09:54:33'
'ROSS 1057','Curtis Outpost',26,'Y','L','Y','Y','Y','Y','Y','Y','N','2015-03-15 17:56:14'
'ROSS 1057','Wang Estate',26,'Y','L','Y','Y','Y','Y','Y','Y','N','2015-03-15 18:05:43'
'RYIJIN','Bryant Gateway',60237,'Y','L','Y','Y','Y','Y','Y','Y','N','2015-05-11 10:48:30'
'SAK CHELMIR','McDonald Colony',1270,'N','M','Y','N','N','N','Y','N','N','2015-05-04 09:31:38'
'SAK CHELMIR','Ordway''s Progress',1770,'Y','M','Y','N','Y','Y','Y','N','N','2015-05-04 10:12:06'
'SALARHUL','Hiraga Gateway',74,'Y','L','Y','Y','Y','Y','Y','Y','N','2015-03-22 18:43:56'
'SAMBAHO','Daley Terminal',214,'N','M','Y','N','N','Y','Y','Y','N','2015-05-12 12:18:47'
'SAMBAHO','Silverberg Retreat',302,'Y','M','N','N','Y','Y','Y','Y','N','2015-05-12 12:32:35'
'SEGAIS','Bates Orbital',338,'N','L','Y','Y','Y','Y','Y','Y','N','2016-06-20 19:19:22'
'SHANTENERI','Lilienthal Port',0,'?','?','Y','?','?','?','?','?','N','2015-11-06 09:54:33'
'SHOUJEMAN','Binnie Orbital',116,'Y','L','Y','Y','Y','Y','Y','Y','N','2015-05-05 21:54:34'
'SHOUJEMAN','Hertz Refinery',3425,'N','M','Y','N','N','N','Y','Y','N','2015-05-05 22:09:00'
'SHOUJEMAN','Zalyotin Dock',194,'Y','M','Y','N','Y','Y','Y','N','N','2015-05-05 21:22:29'
'SIBIA','Oefelein Port',131,'Y','M','Y','N','Y','Y','Y','N','N','2015-05-12 18:11:53'
'SIBIA','Yang Platform',39,'N','M','Y','N','Y','N','Y','Y','N','2015-05-12 17:56:07'
'SIKI','Lee Vision',264,'N','M','Y','N','N','N','Y','Y','N','2015-04-19 17:23:25'
'SIRIUS','Patterson Enterprise',0,'?','?','Y','?','?','?','?','?','N','2015-11-06 09:54:33'
'SOKOJI','Ellis Refinery',557,'Y','M','Y','N','Y','Y','Y','N','N','2015-05-03 21:49:46'
'SOKOJI','Locke Prospect',13177,'N','M','Y','N','N','N','Y','Y','N','2015-05-03 22:25:53'
'SONS','Ross Enterprise',0,'?','?','Y','?','?','?','?','?','N','2015-11-06 09:54:33'
'SOTHIS','Newholm Station',0,'?','?','Y','?','?','?','?','?','N','2015-11-06 09:54:33'
'SOTHIS','Sothis Mining',0,'?','?','Y','?','?','?','?','?','N','2015-11-06 09:54:33'
'SPOCS 486','Fernandes de Queiros Gateway',654,'Y','L','Y','Y','Y','Y','Y','Y','N','2015-04-19 10:32:23'
'SPOCS 486','Lee Orbital',4457,'N','L','Y','Y','Y','Y','Y','Y','N','2015-04-19 11:03:08'
'SPOCS 486','Slade Enterprise',4448,'N','L','Y','Y','Y','Y','Y','Y','N','2015-04-19 10:54:56'
'SPOCS 507','Bentham Orbital',2801,'N','M','Y','N','Y','N','Y','Y','N','2015-04-12 12:31:47'
'STKM 1-442','Leavitt Orbital',0,'?','?','Y','?','?','?','?','?','N','2015-11-06 09:54:33'
'SUPEN','Sevastyanov Station',634,'N','L','Y','Y','Y','Y','Y','Y','N','2015-05-11 21:54:22'
'T''IENIMI','Fontana Port',95,'Y','L','Y','Y','Y','Y','Y','Y','N','2015-05-12 19:21:47'
'T''IENIMI','Wolf Landing',11,'N','M','Y','N','Y','Y','Y','Y','N','2015-05-12 19:01:41'
'TAKURUA','Foothold Orbital',0,'?','?','Y','?','?','?','?','?','N','2015-11-06 09:54:33'
'TARITRA','Lee Hub',2924,'Y','L','Y','Y','Y','Y','Y','Y','N','2015-04-09 18:18:25'
'TE KAHA','New Horizons Orbital',0,'?','?','Y','?','?','?','?','?','N','2015-11-06 09:54:33'
'TELIU YUAN','Anthony Mines',600,'Y','M','N','N','N','Y','Y','Y','N','2015-03-27 09:19:27'
'TELIU YUAN','Vasilyev Camp',420,'Y','M','Y','N','Y','Y','Y','Y','N','2015-03-27 08:58:14'
'TIETHAY','Alexeyev Refinery',2118,'Y','M','Y','N','Y','Y','Y','N','N','2015-05-08 21:35:41'
'TIETHAY','Palmer Platform',891,'N','M','Y','N','Y','Y','Y','N','N','2015-05-08 22:44:22'
'TJIALFI','Pashin Landing',470,'N','M','Y','N','N','N','Y','Y','N','2015-03-22 18:04:49'
'TOXANDJI','Tsunenaga Orbital',0,'?','?','Y','?','?','?','?','?','N','2015-11-06 09:54:33'
'TSU','Doyle Gateway',1665,'Y','M','N','N','N','Y','Y','N','N','2015-03-29 11:49:13'
'TSU','Reamy Terminal',196,'N','M','Y','N','Y','Y','Y','Y','N','2015-03-29 11:38:43'
'TSU','Ziemkiewicz Ring',106,'N','L','Y','Y','Y','Y','Y','Y','N','2015-03-29 11:20:42'
'UMBROGO','Arthur Settlement',1090,'Y','M','Y','N','N','Y','Y','Y','N','2015-04-03 13:22:03'
'UMBROGO','Bokeili Landing',1469,'Y','M','Y','N','Y','Y','Y','N','N','2015-04-03 13:38:45'
'UNKUNDER','Penzias Settlement',0,'?','?','Y','?','?','?','?','?','N','2015-11-06 09:54:33'
'UROR','Arber Station',1284,'N','M','Y','N','N','N','Y','Y','N','2015-04-18 19:43:16'
'USIREN','Diesel Terminal',2499,'N','M','Y','N','Y','Y','Y','Y','N','2015-05-05 11:37:30'
'USIREN','Sinclair Platform',1727,'Y','M','Y','N','Y','Y','Y','N','N','2015-05-05 10:47:07'
'VELIM','Bunnell Port',12753,'Y','L','Y','Y','Y','Y','Y','Y','N','2015-04-11 06:40:54'
'WAILLINGGA','Shiner Prospect',21,'N','M','Y','N','N','Y','Y','Y','N','2015-04-12 19:21:40'
'WAILLINGGA','Yano City',12,'Y','M','Y','N','Y','Y','Y','N','N','2015-04-12 19:03:32'
'WE GU','Marley Plant',608,'Y','M','Y','N','Y','Y','Y','N','N','2015-04-19 09:03:36'
'WOLF 1438','Shaw Station',61,'Y','M','Y','N','Y','Y','Y','Y','N','2015-04-11 19:25:42'
'WOLF 517','Compton Installation',51,'N','M','Y','N','Y','Y','Y','Y','N','2015-03-29 12:05:49'
'WOLF 517','Litke Plant',92,'N','M','N','N','N','Y','Y','Y','N','2015-04-03 21:37:40'
'WOLF 867','Harbaugh Gateway',478,'N','M','Y','N','Y','N','N','Y','N','2016-06-22 21:26:23'
'WOLF 906','Herbert Dock',504,'Y','L','Y','Y','Y','Y','Y','Y','N','2016-06-22 21:07:36'
'WULGAEDIA','Hale Station',93,'N','L','Y','Y','Y','Y','Y','Y','N','2015-03-27 10:38:16'
'WULGAEDIA','Thuot Market',68,'Y','L','Y','Y','Y','Y','Y','Y','N','2015-03-27 10:19:48'
'WUNJO','Baudin Hangar',3907,'N','M','Y','N','N','N','Y','N','N','2015-03-20 18:14:48'
'WYRD','Bokeili Station',872,'N','L','Y','Y','Y','Y','Y','Y','N','2015-03-15 13:37:16'
'WYRD','Gareth Edwards Park',872,'Y','L','Y','Y','Y','Y','Y','Y','N','2015-03-15 13:37:16'
'WYRD','Vonarburg Co-operative',160,'Y','L','Y','Y','Y','Y','Y','Y','N','2015-03-15 13:37:16'
'XELABARA','Navigator Market',302,'Y','L','Y','Y','Y','Y','Y','Y','N','2015-05-11 21:19:34'
'XI HARA','Hadid City',0,'?','?','Y','?','?','?','?','?','N','2015-11-06 09:54:33'
'XI HARA','Roskam Landing',0,'?','?','Y','?','?','?','?','?','N','2015-11-06 09:54:33'
'YAGHAN','Abe Terminal',245,'N','M','Y','N','N','Y','Y','Y','N','2015-03-29 21:30:38'
'YAGHAN','Berezin Station',43,'N','M','Y','N','N','N','Y','Y','N','2015-03-29 21:20:29'
'YAGHAN','Moskowitz Enterprise',24,'Y','L','Y','Y','Y','Y','Y','Y','N','2015-03-29 20:58:17'
'YORUBA','Irvin Gateway',0,'?','?','Y','?','?','?','?','?','N','2015-11-06 09:54:33'
'ZAONCE','Ridley Scott',362,'N','L','Y','Y','Y','Y','Y','Y','N','2015-05-01 12:17:24'
'ZAONCE','Sawyer Station',2765,'N','M','Y','N','N','N','Y','Y','N','2015-05-01 12:30:44'
'ZVAITI','Hume Retreat',87,'N','M','N','N','Y','N','Y','Y','N','2015-11-13 10:06:10'
'ZVAITI','Langsdorff Mine',32,'N','M','Y','N','Y','Y','Y','N','N','2015-11-13 12:22:42'
